#depth (m)	ice-age (yr b1950)	origin	thinning
1307.9	93.74456667	NaN	NaN
1308.45	93.7914	NaN	NaN
1309	93.84056667	NaN	NaN
1309.55	93.88973333	NaN	NaN
1310.1	93.9389	NaN	NaN
1310.65	93.9865	NaN	NaN
1311.2	94.0341	NaN	NaN
1311.75	94.0817	NaN	NaN
1312.3	94.12983333	NaN	NaN
1312.85	94.17796667	NaN	NaN
1313.4	94.2261	NaN	NaN
1313.95	94.27363333	NaN	NaN
1314.5	94.32116667	NaN	NaN
1315.05	94.3687	NaN	NaN
1315.6	94.41746667	NaN	NaN
1316.15	94.46623333	NaN	NaN
1316.7	94.515	NaN	NaN
1317.25	94.56463333	NaN	NaN
1317.8	94.61426667	NaN	NaN
1318.35	94.6639	NaN	NaN
1318.9	94.7141	NaN	NaN
1319.45	94.7643	NaN	NaN
1320	94.8145	NaN	NaN
1320.55	94.86776667	NaN	NaN
1321.1	94.92103333	NaN	NaN
1321.65	94.9743	NaN	NaN
1322.2	95.01903333	NaN	NaN
1322.75	95.06376667	NaN	NaN
1323.3	95.1085	NaN	NaN
1323.85	95.15526667	NaN	NaN
1324.4	95.20203333	NaN	NaN
1324.95	95.2488	NaN	NaN
1325.5	95.29796667	NaN	NaN
1326.05	95.34713333	NaN	NaN
1326.6	95.3963	NaN	NaN
1327.15	95.44943333	NaN	NaN
1327.7	95.50256667	NaN	NaN
1328.25	95.5557	NaN	NaN
1328.8	95.6094	NaN	NaN
1329.35	95.6631	NaN	NaN
1329.9	95.7168	NaN	NaN
1330.45	95.77023333	NaN	NaN
1331	95.82366667	NaN	NaN
1331.55	95.8771	NaN	NaN
1332.1	95.93033333	NaN	NaN
1332.65	95.98356667	NaN	NaN
1333.2	96.0368	NaN	NaN
1333.75	96.08893333	NaN	NaN
1334.3	96.14106667	NaN	NaN
1334.85	96.1932	NaN	NaN
1335.4	96.24723333	NaN	NaN
1335.95	96.30126667	NaN	NaN
1336.5	96.3553	NaN	NaN
1337.05	96.4069	NaN	NaN
1337.6	96.4585	NaN	NaN
1338.15	96.5101	NaN	NaN
1338.7	96.56473333	NaN	NaN
1339.25	96.61936667	NaN	NaN
1339.8	96.674	NaN	NaN
1340.35	96.72886667	NaN	NaN
1340.9	96.78373333	NaN	NaN
1341.45	96.8386	NaN	NaN
1342	96.89236667	NaN	NaN
1342.55	96.94613333	NaN	NaN
1343.1	96.9999	NaN	NaN
1343.65	97.0533	NaN	NaN
1344.2	97.1067	NaN	NaN
1344.75	97.1601	NaN	NaN
1345.3	97.21486667	NaN	NaN
1345.85	97.26963333	NaN	NaN
1346.4	97.3244	NaN	NaN
1346.95	97.37716667	NaN	NaN
1347.5	97.42993333	NaN	NaN
1348.05	97.4827	NaN	NaN
1348.6	97.5342	NaN	NaN
1349.15	97.5857	NaN	NaN
1349.7	97.6372	NaN	NaN
1350.25	97.6901	NaN	NaN
1350.8	97.743	NaN	NaN
1351.35	97.7959	NaN	NaN
1351.9	97.8489	NaN	NaN
1352.45	97.9019	NaN	NaN
1353	97.9549	NaN	NaN
1353.55	98.00473333	NaN	NaN
1354.1	98.05456667	NaN	NaN
1354.65	98.1044	NaN	NaN
1355.2	98.15746667	NaN	NaN
1355.75	98.21053333	NaN	NaN
1356.3	98.2636	NaN	NaN
1356.85	98.31316667	NaN	NaN
1357.4	98.36273333	NaN	NaN
1357.95	98.4123	NaN	NaN
1358.5	98.46233333	NaN	NaN
1359.05	98.51236667	NaN	NaN
1359.6	98.5624	NaN	NaN
1360.15	98.61246667	NaN	NaN
1360.7	98.66253333	NaN	NaN
1361.25	98.7126	NaN	NaN
1361.8	98.75976667	NaN	NaN
1362.35	98.80693333	NaN	NaN
1362.9	98.8541	NaN	NaN
1363.45	98.90436667	NaN	NaN
1364	98.95463333	NaN	NaN
1364.55	99.0049	NaN	NaN
1365.1	99.05386667	NaN	NaN
1365.65	99.10283333	NaN	NaN
1366.2	99.1518	NaN	NaN
1366.75	99.2003	NaN	NaN
1367.3	99.2488	NaN	NaN
1367.85	99.2973	NaN	NaN
1368.4	99.3474	NaN	NaN
1368.95	99.3975	NaN	NaN
1369.5	99.4476	NaN	NaN
1370.05	99.49596667	NaN	NaN
1370.6	99.54433333	NaN	NaN
1371.15	99.5927	NaN	NaN
1371.7	99.63893333	NaN	NaN
1372.25	99.68516667	NaN	NaN
1372.8	99.7314	NaN	NaN
1373.35	99.77656667	NaN	NaN
1373.9	99.82173333	NaN	NaN
1374.45	99.8669	NaN	NaN
1375	99.91293333	NaN	NaN
1375.55	99.95896667	NaN	NaN
1376.1	100.005	NaN	NaN
1376.65	100.05	NaN	NaN
1377.2	100.095	NaN	NaN
1377.75	100.14	NaN	NaN
1378.3	100.184	NaN	NaN
1378.85	100.228	NaN	NaN
1379.4	100.272	NaN	NaN
1379.95	100.3156667	NaN	NaN
1380.5	100.3593333	NaN	NaN
1381.05	100.403	NaN	NaN
1381.6	100.4463333	NaN	NaN
1382.15	100.4896667	NaN	NaN
1382.7	100.533	NaN	NaN
1383.25	100.5766667	NaN	NaN
1383.8	100.6203333	NaN	NaN
1384.35	100.664	NaN	NaN
1384.9	100.707	NaN	NaN
1385.45	100.75	NaN	NaN
1386	100.793	NaN	NaN
1386.55	100.837	NaN	NaN
1387.1	100.881	NaN	NaN
1387.65	100.925	NaN	NaN
1388.2	100.9696667	NaN	NaN
1388.75	101.0143333	NaN	NaN
1389.3	101.059	NaN	NaN
1389.85	101.1003333	NaN	NaN
1390.4	101.1416667	NaN	NaN
1390.95	101.183	NaN	NaN
1391.5	101.2226667	NaN	NaN
1392.05	101.2623333	NaN	NaN
1392.6	101.302	NaN	NaN
1393.15	101.3453333	NaN	NaN
1393.7	101.3886667	NaN	NaN
1394.25	101.432	NaN	NaN
1394.8	101.476	NaN	NaN
1395.35	101.52	NaN	NaN
1395.9	101.564	NaN	NaN
1396.45	101.6073333	NaN	NaN
1397	101.6506667	NaN	NaN
1397.55	101.694	NaN	NaN
1398.1	101.7386667	NaN	NaN
1398.65	101.7833333	NaN	NaN
1399.2	101.828	NaN	NaN
1399.75	101.8723333	NaN	NaN
1400.3	101.9166667	NaN	NaN
1400.85	101.961	NaN	NaN
1401.4	102.008	NaN	NaN
1401.95	102.055	NaN	NaN
1402.5	102.102	NaN	NaN
1403.05	102.148	NaN	NaN
1403.6	102.194	NaN	NaN
1404.15	102.24	NaN	NaN
1404.7	102.2866667	NaN	NaN
1405.25	102.3333333	NaN	NaN
1405.8	102.38	NaN	NaN
1406.35	102.4286667	NaN	NaN
1406.9	102.4773333	NaN	NaN
1407.45	102.526	NaN	NaN
1408	102.5746667	NaN	NaN
1408.55	102.6233333	NaN	NaN
1409.1	102.672	NaN	NaN
1409.65	102.724	NaN	NaN
1410.2	102.776	NaN	NaN
1410.75	102.828	NaN	NaN
1411.3	102.8836667	NaN	NaN
1411.85	102.9393333	NaN	NaN
1412.4	102.995	NaN	NaN
1412.95	103.0513333	NaN	NaN
1413.5	103.1076667	NaN	NaN
1414.05	103.164	NaN	NaN
1414.6	103.2183333	NaN	NaN
1415.15	103.2726667	NaN	NaN
1415.7	103.327	NaN	NaN
1416.25	103.38	NaN	NaN
1416.8	103.433	NaN	NaN
1417.35	103.486	NaN	NaN
1417.9	103.5396667	NaN	NaN
1418.45	103.5933333	NaN	NaN
1419	103.647	NaN	NaN
1419.55	103.7	NaN	NaN
1420.1	103.753	NaN	NaN
1420.65	103.806	NaN	NaN
1421.2	103.859	NaN	NaN
1421.75	103.912	NaN	NaN
1422.3	103.965	NaN	NaN
1422.85	104.0156667	NaN	NaN
1423.4	104.0663333	NaN	NaN
1423.95	104.117	NaN	NaN
1424.5	104.1676667	NaN	NaN
1425.05	104.2183333	NaN	NaN
1425.6	104.269	NaN	NaN
1426.15	104.319	NaN	NaN
1426.7	104.369	NaN	NaN
1427.25	104.419	NaN	NaN
1427.8	104.4726667	NaN	NaN
1428.35	104.5263333	NaN	NaN
1428.9	104.58	NaN	NaN
1429.45	104.632	NaN	NaN
1430	104.684	NaN	NaN
1430.55	104.736	NaN	NaN
1431.1	104.7876667	NaN	NaN
1431.65	104.8393333	NaN	NaN
1432.2	104.891	NaN	NaN
1432.75	104.9446667	NaN	NaN
1433.3	104.9983333	NaN	NaN
1433.85	105.052	NaN	NaN
1434.4	105.103	NaN	NaN
1434.95	105.154	NaN	NaN
1435.5	105.205	NaN	NaN
1436.05	105.2563333	NaN	NaN
1436.6	105.3076667	NaN	NaN
1437.15	105.359	NaN	NaN
1437.7	105.409	NaN	NaN
1438.25	105.459	NaN	NaN
1438.8	105.509	NaN	NaN
1439.35	105.5583333	NaN	NaN
1439.9	105.6076667	NaN	NaN
1440.45	105.657	NaN	NaN
1441	105.7043333	NaN	NaN
1441.55	105.7516667	NaN	NaN
1442.1	105.799	NaN	NaN
1442.65	105.8503333	NaN	NaN
1443.2	105.9016667	NaN	NaN
1443.75	105.953	NaN	NaN
1444.3	106.0053333	NaN	NaN
1444.85	106.0576667	NaN	NaN
1445.4	106.11	NaN	NaN
1445.95	106.1636667	NaN	NaN
1446.5	106.2173333	NaN	NaN
1447.05	106.271	NaN	NaN
1447.6	106.3263333	NaN	NaN
1448.15	106.3816667	NaN	NaN
1448.7	106.437	NaN	NaN
1449.25	106.494	NaN	NaN
1449.8	106.551	NaN	NaN
1450.35	106.608	NaN	NaN
1450.9	106.6646667	NaN	NaN
1451.45	106.7213333	NaN	NaN
1452	106.778	NaN	NaN
1452.55	106.8386667	NaN	NaN
1453.1	106.8993333	NaN	NaN
1453.65	106.96	NaN	NaN
1454.2	107.023	NaN	NaN
1454.75	107.086	NaN	NaN
1455.3	107.149	NaN	NaN
1455.85	107.2146667	NaN	NaN
1456.4	107.2803333	NaN	NaN
1456.95	107.346	NaN	NaN
1457.5	107.4133333	NaN	NaN
1458.05	107.4806667	NaN	NaN
1458.6	107.548	NaN	NaN
1459.15	107.615	NaN	NaN
1459.7	107.682	NaN	NaN
1460.25	107.749	NaN	NaN
1460.8	107.8166667	NaN	NaN
1461.35	107.8843333	NaN	NaN
1461.9	107.952	NaN	NaN
1462.45	108.0203333	NaN	NaN
1463	108.0886667	NaN	NaN
1463.55	108.157	NaN	NaN
1464.1	108.222	NaN	NaN
1464.65	108.287	NaN	NaN
1465.2	108.352	NaN	NaN
1465.75	108.4183333	NaN	NaN
1466.3	108.4846667	NaN	NaN
1466.85	108.551	NaN	NaN
1467.4	108.6146667	NaN	NaN
1467.95	108.6783333	NaN	NaN
1468.5	108.742	NaN	NaN
1469.05	108.808	NaN	NaN
1469.6	108.874	NaN	NaN
1470.15	108.94	NaN	NaN
1470.7	109.0043333	NaN	NaN
1471.25	109.0686667	NaN	NaN
1471.8	109.133	NaN	NaN
1472.35	109.198	NaN	NaN
1472.9	109.263	NaN	NaN
1473.45	109.328	NaN	NaN
1474	109.393	NaN	NaN
1474.55	109.458	NaN	NaN
1475.1	109.523	NaN	NaN
1475.65	109.5896667	NaN	NaN
1476.2	109.6563333	NaN	NaN
1476.75	109.723	NaN	NaN
1477.3	109.7886667	NaN	NaN
1477.85	109.8543333	NaN	NaN
1478.4	109.92	NaN	NaN
1478.95	109.987	NaN	NaN
1479.5	110.054	NaN	NaN
1480.05	110.121	NaN	NaN
1480.6	110.1896667	NaN	NaN
1481.15	110.2583333	NaN	NaN
1481.7	110.327	NaN	NaN
1482.25	110.396	NaN	NaN
1482.8	110.465	NaN	NaN
1483.35	110.534	NaN	NaN
1483.9	110.6036667	NaN	NaN
1484.45	110.6733333	NaN	NaN
1485	110.743	NaN	NaN
1485.55	110.8136667	NaN	NaN
1486.1	110.8843333	NaN	NaN
1486.65	110.955	NaN	NaN
1487.2	111.0266667	NaN	NaN
1487.75	111.0983333	NaN	NaN
1488.3	111.17	NaN	NaN
1488.85	111.242	NaN	NaN
1489.4	111.314	NaN	NaN
1489.95	111.386	NaN	NaN
1490.5	111.4553333	NaN	NaN
1491.05	111.5246667	NaN	NaN
1491.6	111.594	NaN	NaN
1492.15	111.661	NaN	NaN
1492.7	111.728	NaN	NaN
1493.25	111.795	NaN	NaN
1493.8	111.866	NaN	NaN
1494.35	111.937	NaN	NaN
1494.9	112.008	NaN	NaN
1495.45	112.078	NaN	NaN
1496	112.148	NaN	NaN
1496.55	112.218	NaN	NaN
1497.1	112.2843333	NaN	NaN
1497.65	112.3506667	NaN	NaN
1498.2	112.417	NaN	NaN
1498.75	112.4863333	NaN	NaN
1499.3	112.5556667	NaN	NaN
1499.85	112.625	NaN	NaN
1500.4	112.693	NaN	NaN
1500.95	112.761	NaN	NaN
1501.5	112.829	NaN	NaN
1502.05	112.8926667	NaN	NaN
1502.6	112.9563333	NaN	NaN
1503.15	113.02	NaN	NaN
1503.7	113.0823333	NaN	NaN
1504.25	113.1446667	NaN	NaN
1504.8	113.207	NaN	NaN
1505.35	113.2673333	NaN	NaN
1505.9	113.3276667	NaN	NaN
1506.45	113.388	NaN	NaN
1507	113.45	NaN	NaN
1507.55	113.512	NaN	NaN
1508.1	113.574	NaN	NaN
1508.65	113.635	NaN	NaN
1509.2	113.696	NaN	NaN
1509.75	113.757	NaN	NaN
1510.3	113.8183333	NaN	NaN
1510.85	113.8796667	NaN	NaN
1511.4	113.941	NaN	NaN
1511.95	113.997	NaN	NaN
1512.5	114.053	NaN	NaN
1513.05	114.109	NaN	NaN
1513.6	114.1666667	NaN	NaN
1514.15	114.2243333	NaN	NaN
1514.7	114.282	NaN	NaN
1515.25	114.3373333	NaN	NaN
1515.8	114.3926667	NaN	NaN
1516.35	114.448	NaN	NaN
1516.9	114.5033333	NaN	NaN
1517.45	114.5586667	NaN	NaN
1518	114.614	NaN	NaN
1518.55	114.6706667	NaN	NaN
1519.1	114.7273333	NaN	NaN
1519.65	114.784	NaN	NaN
1520.2	114.8393333	NaN	NaN
1520.75	114.8946667	NaN	NaN
1521.3	114.95	NaN	NaN
1521.85	115.0053333	NaN	NaN
1522.4	115.0606667	NaN	NaN
1522.95	115.116	NaN	NaN
1523.5	115.171	NaN	NaN
1524.05	115.226	NaN	NaN
1524.6	115.281	NaN	NaN
1525.15	115.3356667	NaN	NaN
1525.7	115.3903333	NaN	NaN
1526.25	115.445	NaN	NaN
1526.8	115.499	NaN	NaN
1527.35	115.553	NaN	NaN
1527.9	115.607	NaN	NaN
1528.45	115.6576667	NaN	NaN
1529	115.7083333	NaN	NaN
1529.55	115.759	NaN	NaN
1530.1	115.811	NaN	NaN
1530.65	115.863	NaN	NaN
1531.2	115.915	NaN	NaN
1531.75	115.9653333	NaN	NaN
1532.3	116.0156667	NaN	NaN
1532.85	116.066	NaN	NaN
1533.4	116.1156667	NaN	NaN
1533.95	116.1653333	NaN	NaN
1534.5	116.215	NaN	NaN
1535.05	116.265	NaN	NaN
1535.6	116.315	NaN	NaN
1536.15	116.365	NaN	NaN
1536.7	116.4126667	NaN	NaN
1537.25	116.4603333	NaN	NaN
1537.8	116.508	NaN	NaN
1538.35	116.5546667	NaN	NaN
1538.9	116.6013333	NaN	NaN
1539.45	116.648	NaN	NaN
1540	116.6963333	NaN	NaN
1540.55	116.7446667	NaN	NaN
1541.1	116.793	NaN	NaN
1541.65	116.8396667	NaN	NaN
1542.2	116.8863333	NaN	NaN
1542.75	116.933	NaN	NaN
1543.3	116.98	NaN	NaN
1543.85	117.027	NaN	NaN
1544.4	117.074	NaN	NaN
1544.95	117.1213333	NaN	NaN
1545.5	117.1686667	NaN	NaN
1546.05	117.216	NaN	NaN
1546.6	117.2603333	NaN	NaN
1547.15	117.3046667	NaN	NaN
1547.7	117.349	NaN	NaN
1548.25	117.3943333	NaN	NaN
1548.8	117.4396667	NaN	NaN
1549.35	117.485	NaN	NaN
1549.9	117.5326667	NaN	NaN
1550.45	117.5803333	NaN	NaN
1551	117.628	NaN	NaN
1551.55	117.673	NaN	NaN
1552.1	117.718	NaN	NaN
1552.65	117.763	NaN	NaN
1553.2	117.8103333	NaN	NaN
1553.75	117.8576667	NaN	NaN
1554.3	117.905	NaN	NaN
1554.85	117.9516667	NaN	NaN
1555.4	117.9983333	NaN	NaN
1555.95	118.045	NaN	NaN
1556.5	118.0906667	NaN	NaN
1557.05	118.1363333	NaN	NaN
1557.6	118.182	NaN	NaN
1558.15	118.2256667	NaN	NaN
1558.7	118.2693333	NaN	NaN
1559.25	118.313	NaN	NaN
1559.8	118.358	NaN	NaN
1560.35	118.403	NaN	NaN
1560.9	118.448	NaN	NaN
1561.45	118.494	NaN	NaN
1562	118.54	NaN	NaN
1562.55	118.586	NaN	NaN
1563.1	118.6323333	NaN	NaN
1563.65	118.6786667	NaN	NaN
1564.2	118.725	NaN	NaN
1564.75	118.7703333	NaN	NaN
1565.3	118.8156667	NaN	NaN
1565.85	118.861	NaN	NaN
1566.4	118.9053333	NaN	NaN
1566.95	118.9496667	NaN	NaN
1567.5	118.994	NaN	NaN
1568.05	119.0366667	NaN	NaN
1568.6	119.0793333	NaN	NaN
1569.15	119.122	NaN	NaN
1569.7	119.1673333	NaN	NaN
1570.25	119.2126667	NaN	NaN
1570.8	119.258	NaN	NaN
1571.35	119.3036667	NaN	NaN
1571.9	119.3493333	NaN	NaN
1572.45	119.395	NaN	NaN
1573	119.4393333	NaN	NaN
1573.55	119.4836667	NaN	NaN
1574.1	119.528	NaN	NaN
1574.65	119.5703333	NaN	NaN
1575.2	119.6126667	NaN	NaN
1575.75	119.655	NaN	NaN
1576.3	119.6993333	NaN	NaN
1576.85	119.7436667	NaN	NaN
1577.4	119.788	NaN	NaN
1577.95	119.833	NaN	NaN
1578.5	119.878	NaN	NaN
1579.05	119.923	NaN	NaN
1579.6	119.9676667	NaN	NaN
1580.15	120.0123333	NaN	NaN
1580.7	120.057	NaN	NaN
1581.25	120.1006667	NaN	NaN
1581.8	120.1443333	NaN	NaN
1582.35	120.188	NaN	NaN
1582.9	120.2313333	NaN	NaN
1583.45	120.2746667	NaN	NaN
1584	120.318	NaN	NaN
1584.55	120.3603333	NaN	NaN
1585.1	120.4026667	NaN	NaN
1585.65	120.445	NaN	NaN
1586.2	120.4883333	NaN	NaN
1586.75	120.5316667	NaN	NaN
1587.3	120.575	NaN	NaN
1587.85	120.6193333	NaN	NaN
1588.4	120.6636667	NaN	NaN
1588.95	120.708	NaN	NaN
1589.5	120.7506667	NaN	NaN
1590.05	120.7933333	NaN	NaN
1590.6	120.836	NaN	NaN
1591.15	120.8776667	NaN	NaN
1591.7	120.9193333	NaN	NaN
1592.25	120.961	NaN	NaN
1592.8	121.0033333	NaN	NaN
1593.35	121.0456667	NaN	NaN
1593.9	121.088	NaN	NaN
1594.45	121.1313333	NaN	NaN
1595	121.1746667	NaN	NaN
1595.55	121.218	NaN	NaN
1596.1	121.2623333	NaN	NaN
1596.65	121.3066667	NaN	NaN
1597.2	121.351	NaN	NaN
1597.75	121.396	NaN	NaN
1598.3	121.441	NaN	NaN
1598.85	121.486	NaN	NaN
1599.4	121.5303333	NaN	NaN
1599.95	121.5746667	NaN	NaN
1600.5	121.619	NaN	NaN
1601.05	121.6606667	NaN	NaN
1601.6	121.7023333	NaN	NaN
1602.15	121.744	NaN	NaN
1602.7	121.7866667	NaN	NaN
1603.25	121.8293333	NaN	NaN
1603.8	121.872	NaN	NaN
1604.35	121.915	NaN	NaN
1604.9	121.958	NaN	NaN
1605.45	122.001	NaN	NaN
1606	122.043	NaN	NaN
1606.55	122.085	NaN	NaN
1607.1	122.127	NaN	NaN
1607.65	122.169	NaN	NaN
1608.2	122.211	NaN	NaN
1608.75	122.253	NaN	NaN
1609.3	122.2943333	NaN	NaN
1609.85	122.3356667	NaN	NaN
1610.4	122.377	NaN	NaN
1610.95	122.4186667	NaN	NaN
1611.5	122.4603333	NaN	NaN
1612.05	122.502	NaN	NaN
1612.6	122.5453333	NaN	NaN
1613.15	122.5886667	NaN	NaN
1613.7	122.632	NaN	NaN
1614.25	122.674	NaN	NaN
1614.8	122.716	NaN	NaN
1615.35	122.758	NaN	NaN
1615.9	122.801	NaN	NaN
1616.45	122.844	NaN	NaN
1617	122.887	NaN	NaN
1617.55	122.929	NaN	NaN
1618.1	122.971	NaN	NaN
1618.65	123.013	NaN	NaN
1619.2	123.0553333	NaN	NaN
1619.75	123.0976667	NaN	NaN
1620.3	123.14	NaN	NaN
1620.85	123.1803333	NaN	NaN
1621.4	123.2206667	NaN	NaN
1621.95	123.261	NaN	NaN
1622.5	123.3013333	NaN	NaN
1623.05	123.3416667	NaN	NaN
1623.6	123.382	NaN	NaN
1624.15	123.4236667	NaN	NaN
1624.7	123.4653333	NaN	NaN
1625.25	123.507	NaN	NaN
1625.8	123.5486667	NaN	NaN
1626.35	123.5903333	NaN	NaN
1626.9	123.632	NaN	NaN
1627.45	123.67	NaN	NaN
1628	123.708	NaN	NaN
1628.55	123.746	NaN	NaN
1629.1	123.7843333	NaN	NaN
1629.65	123.8226667	NaN	NaN
1630.2	123.861	NaN	NaN
1630.75	123.9006667	NaN	NaN
1631.3	123.9403333	NaN	NaN
1631.85	123.98	NaN	NaN
1632.4	124.0236667	NaN	NaN
1632.95	124.0673333	NaN	NaN
1633.5	124.111	NaN	NaN
1634.05	124.154	NaN	NaN
1634.6	124.197	NaN	NaN
1635.15	124.24	NaN	NaN
1635.7	124.283	NaN	NaN
1636.25	124.326	NaN	NaN
1636.8	124.369	NaN	NaN
1637.35	124.41	NaN	NaN
1637.9	124.451	NaN	NaN
1638.45	124.492	NaN	NaN
1639	124.536	NaN	NaN
1639.55	124.58	NaN	NaN
1640.1	124.624	NaN	NaN
1640.65	124.6673333	NaN	NaN
1641.2	124.7106667	NaN	NaN
1641.75	124.754	NaN	NaN
1642.3	124.7973333	NaN	NaN
1642.85	124.8406667	NaN	NaN
1643.4	124.884	NaN	NaN
1643.95	124.926	NaN	NaN
1644.5	124.968	NaN	NaN
1645.05	125.01	NaN	NaN
1645.6	125.053	NaN	NaN
1646.15	125.096	NaN	NaN
1646.7	125.139	NaN	NaN
1647.25	125.183	NaN	NaN
1647.8	125.227	NaN	NaN
1648.35	125.271	NaN	NaN
1648.9	125.317	NaN	NaN
1649.45	125.363	NaN	NaN
1650	125.409	NaN	NaN
1650.55	125.4523333	NaN	NaN
1651.1	125.4956667	NaN	NaN
1651.65	125.539	NaN	NaN
1652.2	125.5823333	NaN	NaN
1652.75	125.6256667	NaN	NaN
1653.3	125.669	NaN	NaN
1653.85	125.713	NaN	NaN
1654.4	125.757	NaN	NaN
1654.95	125.801	NaN	NaN
1655.5	125.844	NaN	NaN
1656.05	125.887	NaN	NaN
1656.6	125.93	NaN	NaN
1657.15	125.977	NaN	NaN
1657.7	126.024	NaN	NaN
1658.25	126.071	NaN	NaN
1658.8	126.1146667	NaN	NaN
1659.35	126.1583333	NaN	NaN
1659.9	126.202	NaN	NaN
1660.45	126.2436667	NaN	NaN
1661	126.2853333	NaN	NaN
1661.55	126.327	NaN	NaN
1662.1	126.3666667	NaN	NaN
1662.65	126.4063333	NaN	NaN
1663.2	126.446	NaN	NaN
1663.75	126.4843333	NaN	NaN
1664.3	126.5226667	NaN	NaN
1664.85	126.561	NaN	NaN
1665.4	126.5996667	NaN	NaN
1665.95	126.6383333	NaN	NaN
1666.5	126.677	NaN	NaN
1667.05	126.7176667	NaN	NaN
1667.6	126.7583333	NaN	NaN
1668.15	126.799	NaN	NaN
1668.7	126.8386667	NaN	NaN
1669.25	126.8783333	NaN	NaN
1669.8	126.918	NaN	NaN
1670.35	126.9596667	NaN	NaN
1670.9	127.0013333	NaN	NaN
1671.45	127.043	NaN	NaN
1672	127.0816667	NaN	NaN
1672.55	127.1203333	NaN	NaN
1673.1	127.159	NaN	NaN
1673.65	127.1986667	NaN	NaN
1674.2	127.2383333	NaN	NaN
1674.75	127.278	NaN	NaN
1675.3	127.3183333	NaN	NaN
1675.85	127.3586667	NaN	NaN
1676.4	127.399	NaN	NaN
1676.95	127.4356667	NaN	NaN
1677.5	127.4723333	NaN	NaN
1678.05	127.509	NaN	NaN
1678.6	127.5453333	NaN	NaN
1679.15	127.5816667	NaN	NaN
1679.7	127.618	NaN	NaN
1680.25	127.6546667	NaN	NaN
1680.8	127.6913333	NaN	NaN
1681.35	127.728	NaN	NaN
1681.9	127.7656667	NaN	NaN
1682.45	127.8033333	NaN	NaN
1683	127.841	NaN	NaN
1683.55	127.8786667	NaN	NaN
1684.1	127.9163333	NaN	NaN
1684.65	127.954	NaN	NaN
1685.2	127.9893333	NaN	NaN
1685.75	128.0246667	NaN	NaN
1686.3	128.06	NaN	NaN
1686.85	128.0953333	NaN	NaN
1687.4	128.1306667	NaN	NaN
1687.95	128.166	NaN	NaN
1688.5	128.2006667	NaN	NaN
1689.05	128.2353333	NaN	NaN
1689.6	128.27	NaN	NaN
1690.15	128.306	NaN	NaN
1690.7	128.342	NaN	NaN
1691.25	128.378	NaN	NaN
1691.8	128.4143333	NaN	NaN
1692.35	128.4506667	NaN	NaN
1692.9	128.487	NaN	NaN
1693.45	128.5236667	NaN	NaN
1694	128.5603333	NaN	NaN
1694.55	128.597	NaN	NaN
1695.1	128.635	NaN	NaN
1695.65	128.673	NaN	NaN
1696.2	128.711	NaN	NaN
1696.75	128.748	NaN	NaN
1697.3	128.785	NaN	NaN
1697.85	128.822	NaN	NaN
1698.4	128.8593333	NaN	NaN
1698.95	128.8966667	NaN	NaN
1699.5	128.934	NaN	NaN
1700.05	128.9693333	NaN	NaN
1700.6	129.0046667	NaN	NaN
1701.15	129.04	NaN	NaN
1701.7	129.0793333	NaN	NaN
1702.25	129.1186667	NaN	NaN
1702.8	129.158	NaN	NaN
1703.35	129.1946667	NaN	NaN
1703.9	129.2313333	NaN	NaN
1704.45	129.268	NaN	NaN
1705	129.3053333	NaN	NaN
1705.55	129.3426667	NaN	NaN
1706.1	129.38	NaN	NaN
1706.65	129.4176667	NaN	NaN
1707.2	129.4553333	NaN	NaN
1707.75	129.493	NaN	NaN
1708.3	129.5326667	NaN	NaN
1708.85	129.5723333	NaN	NaN
1709.4	129.612	NaN	NaN
1709.95	129.65	NaN	NaN
1710.5	129.688	NaN	NaN
1711.05	129.726	NaN	NaN
1711.6	129.7646667	NaN	NaN
1712.15	129.8033333	NaN	NaN
1712.7	129.842	NaN	NaN
1713.25	129.8813333	NaN	NaN
1713.8	129.9206667	NaN	NaN
1714.35	129.96	NaN	NaN
1714.9	129.9996667	NaN	NaN
1715.45	130.0393333	NaN	NaN
1716	130.079	NaN	NaN
1716.55	130.1186667	NaN	NaN
1717.1	130.1583333	NaN	NaN
1717.65	130.198	NaN	NaN
1718.2	130.2393333	NaN	NaN
1718.75	130.2806667	NaN	NaN
1719.3	130.322	NaN	NaN
1719.85	130.3646667	NaN	NaN
1720.4	130.4073333	NaN	NaN
1720.95	130.45	NaN	NaN
1721.5	130.493	NaN	NaN
1722.05	130.536	NaN	NaN
1722.6	130.579	NaN	NaN
1723.15	130.6233333	NaN	NaN
1723.7	130.6676667	NaN	NaN
1724.25	130.712	NaN	NaN
1724.8	130.7583333	NaN	NaN
1725.35	130.8046667	NaN	NaN
1725.9	130.851	NaN	NaN
1726.45	130.8966667	NaN	NaN
1727	130.9423333	NaN	NaN
1727.55	130.988	NaN	NaN
1728.1	131.0343333	NaN	NaN
1728.65	131.0806667	NaN	NaN
1729.2	131.127	NaN	NaN
1729.75	131.1733333	NaN	NaN
1730.3	131.2196667	NaN	NaN
1730.85	131.266	NaN	NaN
1731.4	131.313	NaN	NaN
1731.95	131.36	NaN	NaN
1732.5	131.407	NaN	NaN
1733.05	131.4593333	NaN	NaN
1733.6	131.5116667	NaN	NaN
1734.15	131.564	NaN	NaN
1734.7	131.6163333	NaN	NaN
1735.25	131.6686667	NaN	NaN
1735.8	131.721	NaN	NaN
1736.35	131.775	NaN	NaN
